img_id,error
NB2WD94X.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\NB2WD94X.jpg'
WH0YB8FW.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\WH0YB8FW.jpg'
FPN55NQO.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\FPN55NQO.jpg'
H6XK3VZZ.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\H6XK3VZZ.jpg'
C8TU2UKF.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\C8TU2UKF.jpg'
ZUX6L8A2.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\ZUX6L8A2.jpg'
Y9HYUULQ.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\Y9HYUULQ.jpg'
CCFWJQTG.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\CCFWJQTG.jpg'
7EUM8V2I.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\7EUM8V2I.jpg'
Y8HDVO52.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\Y8HDVO52.jpg'
HIWA7NXD.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\HIWA7NXD.jpg'
KYE4GY9U.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\KYE4GY9U.jpg'
0PJ5ELV9.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\0PJ5ELV9.jpg'
XABX52GA.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\XABX52GA.jpg'
PKHOCTN3.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\PKHOCTN3.jpg'
SNFAIF2U.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\SNFAIF2U.jpg'
YFOTTRV8.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\YFOTTRV8.jpg'
55G0IZQA.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\55G0IZQA.jpg'
3E02P3PD.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\3E02P3PD.jpg'
OTH33MQ2.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\OTH33MQ2.jpg'
AT257RBP.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\AT257RBP.jpg'
WGUSRBMK.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\WGUSRBMK.jpg'
R3FMWP43.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\R3FMWP43.jpg'
QAFH94Q3.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\QAFH94Q3.jpg'
59NG3VOA.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\59NG3VOA.jpg'
FBHK9U8L.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\FBHK9U8L.jpg'
X0PNTECB.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\X0PNTECB.jpg'
JOJEBDR8.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\JOJEBDR8.jpg'
VHTTQV19.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\VHTTQV19.jpg'
8CBS80BK.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\8CBS80BK.jpg'
9F4XDF6N.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\9F4XDF6N.jpg'
45EDSA8O.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\45EDSA8O.jpg'
MAKEAIKX.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\MAKEAIKX.jpg'
D8L4KETP.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\D8L4KETP.jpg'
E0LQVNND.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\E0LQVNND.jpg'
Y183P39T.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\Y183P39T.jpg'
VS1072MX.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\VS1072MX.jpg'
EOIKYTXX.jpg,UnidentifiedImageError: cannot identify image file 'data\\raw\\images\\EOIKYTXX.jpg'
