epoch,train_loss,val_loss,train_Frame Size,train_Lens Size,train_Composition,train_Shot Framing,train_Camera Angle,train_Lighting Type,train_Lighting,val_Frame Size,val_Lens Size,val_Composition,val_Shot Framing,val_Camera Angle,val_Lighting Type,val_Lighting,epoch_time_sec
1,5.808378068360988,5.306760833813594,0.7395760875616479,0.8388668202662433,0.9061973975881081,0.7269912153351149,0.7843415589234553,0.8975623907759326,0.9148425953503747,0.6378055202273222,0.8059093278187972,0.8537414316947644,0.6325456018631275,0.6716963008619272,0.8421487156015176,0.8629139145979514,1493.0
2,5.057981892304274,5.160241725811591,0.6236527381839556,0.7499767458736459,0.8158733822000535,0.6105631718989161,0.6442608772701804,0.7767951664201663,0.8368598216168156,0.6084620381777103,0.7969615077743164,0.8333594544575764,0.6044779658317566,0.6367286779559576,0.8328897751294649,0.847362300982842,1514.8
3,4.888415002612816,5.125415485638839,0.6019510829851316,0.7259271116640074,0.7922778640287038,0.5899292602369264,0.6133415499666539,0.7461616400186186,0.8188264780457675,0.5985367726821166,0.7839474495786887,0.828218428675945,0.5988974427947631,0.6236969277262687,0.8504991242518791,0.8416193595299354,1545.2
4,4.800160377211157,5.1028892535429735,0.5909628758040119,0.7129462995674467,0.7794900524283646,0.5798907639259109,0.5977575982894842,0.7292295589977424,0.8098832199489493,0.5907624594294107,0.7848146757254234,0.8214662812077083,0.5931072402458925,0.6234080865979195,0.8479739662546378,0.8413565326195497,1529.0
5,4.743233840721119,5.083607371036823,0.5843545320538173,0.7048929029974468,0.7709267203765818,0.574044787892511,0.5872095217613746,0.7180571865711618,0.8037481918909126,0.5878566093169726,0.7847170479022539,0.8110234657159219,0.59297884450509,0.6155828898342756,0.8454283197338764,0.8460201788407106,1491.3
